,context_segment_text,page_level_lookup_index,batch
6670,Delar ni mina personuppgifter med andra användare?,433,26
6671,"I din publika profil visas ditt alias, ditt land och din postort. Vi avråder därför från att använda ett alias som kan kopplas samman med en fysisk person. Du kan ändra ditt alias i Mitt Tradera.",433,26
6672,"Om du genomför affärer med andra användare kan ditt namn, din adress och kontaktuppgifter delas med din motpart för att ni ska kunna slutföra affären. Vissa uppgifter är dolda tills att en vara har betalts, t.ex. namnet och adressen till säljaren.",433,26
6673,Jag kan inte skapa ett nytt konto efter att jag har avslutat mitt konto?,433,26
6674,Vissa uppgifter raderas inte omedelbart efter att ett konto avslutas. Du kan därför inte skapa ett nytt konto direkt efter att ha avslutat ett tidigare konto. ,433,26
6675,"Det kan däremot vara möjligt att återaktivera ett stängt konto. Om du behöver hjälp med att återöppna ditt konto eller rätta uppgifter på kontot rekommenderar vi att du kontaktar vår kundservice, du hittar våra kontaktuppgifter här . ",433,26
6676,Du har rätt att veta vilken information vi behandlar om dig. Du får lättast reda på det genom att läsa den här sidan eller vår integritetspolicy .,433,26
6677,Du kan invända och motsätta dig att dina personuppgifter behandlas för ändamål som rör direktmarknadsföring eller behandling som vi utför med stöd av vårt berättigade intresse. Vid en sådan begäran kommer vi att bedöma om vi har ett sådant tvingande berättigat intresse som ändå motiverar att vi fortsätter att behandla dina personuppgifter. Föreligger inget sådant berättigat intresse kommer vi att sluta med behandlingen.,433,26
6678,Du har rätt att begära ett så kallat registerutdrag. Det är en sammanställning av de personuppgifter vi behandlar om dig. Om du kontaktar oss med en sådan begäran kommer vi be dig att identifiera dig. Skicka din begäran via epost till privacy@tradera.com. Vi återkommer med ett registerutdrag inom 30 dagar.,433,26
6679,Rätt till dataportabilitet,433,26
6680,"Vid en begäran om överföring av dina personuppgifter kommer vi att överföra uppgifterna i ett strukturerat, allmänt använt och maskinläsbart format. I vissa fall har du även rätt att få ut och överföra dina personuppgifter till en annan personuppgiftsansvarig (dataportabilitet). ",433,26
6681,Skicka din begäran via epost till privacy@tradera.com. ,433,26
6682,Rätt till rättelse,433,26
6683,"Om dina uppgifter ändras, t.ex. genom att du byter namn eller adress, så kan du ändra dessa genom Mitt Tradera eller genom att kontakta oss så att vi kan rätta alternativt komplettera de uppgifter vi har om dig.",433,26
6684,Återkalla ett samtycke,433,26
6685,"Om du har lämnat ditt samtycke till oss för viss behandling så kan du när som helst återkalla det. Ett återkallat samtycke påverkar inte den behandling vi utförde under tiden vi hade ditt samtycke, men innebär att vi inte kommer fortsätta behandla dina personuppgifter med stöd av ditt samtycke.",433,26
6686,Om du inte tycker att vi har behandlat dina personuppgifter på ett korrekt sätt får du gärna kontakta oss med dina synpunkter på privacy@tradera.com.,433,26
6687,"Du kan också, om du inte tycker att du får den hjälp du behöver eller att vi inte på ett korrekt sätt tillgodoser dina rättigheter, framföra klagomål till Integritetsskyddsmyndigheten som är tillsynsmyndighet för hantering av personuppgifter. Du hittar deras kontaktuppgifter via www.imy.se.",433,26
6688,Prolister - Tradera,434,26
6689,ProLister - En guide,434,26
6690,Klicka här för att komma till ProLister.,434,26
6691,Vad är ProLister?,434,26
6692,ProLister är ett publiceringsverktyg för dig som enkelt vill ladda upp flera annonser samtidigt på Tradera.,434,26
6693,"Du kan skapa listor (ex. ""Garderobsrensning"", Juli 2022"" etc) där du kan skapa så många annonser du vill innan du publicerar alla på en gång på Tradera. Vid publicering väljer du det tidsintervall du vill att annonserna ska publiceras inom (vilket i sin tur gör att de avslutas i samma intervall).",434,26
6694,Vill du testa? Gå till ProLister ->,434,26
6695,Hur skaffar man ProLister?,434,26
6696,Du använder samma mailadress och lösenord som du har på Tradera. Om du använder en annan inloggningsmetod på Tradera så behöver du först skapa ett lösenord. Skapa lösenord,434,26
6697,ProLister är gratis,434,26
6698,Det kostar inget att använda ProLister då verktyget är tänkt att underlätta för dig som säljer mycket. Det tillkommer alltså inga extra avgifter för ProLister. Vill du veta mer om vad det kostar att sälja på Tradera? Se prislista för annonser.,434,26
6699,Nedan hittar du korta guider för funktionerna i ProLister,434,26
6700,Skapa och döp din första lista,434,26
6701,För att komma igång behöver du skapa en lista att lägga dina annonser i.,434,26
6702,"På knappen ""Ny lista"" i headern, klicka på Skapa ny",434,26
6703,"Döp din lista till något passande. Ex ""Garderobsrensning""",434,26
6704,Snabbändra annons direkt i listan,434,26
6705,"I din lista med annonser kan du klicka på de flesta fälten för att ändra direkt, utan att behöva gå in på varje specifik annons. Alla fält som går att ändra öppnas med ett enkelklick.",434,26
6706,Ändra uppladdningsordning på annonser,434,26
6707,"Det finns flera sätt att ändra uppladdningsordning i listan. Det enklaste sättet är att markera den eller de annonser du vill flytta på, håll sedan ned musen på ikonen längst ut till vänster - då aktiveras drag n´ drop. Du kan även markera och sedan klicka på Flytta ett steg upp/ner från verktygsmenyn eller högerklicka.",434,26
6708,Hur skapar jag en CSV fil för uppladdning?,434,26
6709,Här finns vår guide för skapande av CSV filer till ProLister. ,434,26
6710,"Skapa, öppna och duplicera en annons",434,26
6711,Skapa ny annons. Klicka på knappen Ny annons i din lista. Då öppnas en ny flik med en tom annons där du kan fylla i alla detaljer.,434,26
6712,"Duplicera din annons. Markera den eller de annonser du vill duplicera, klicka därefter på dupliceringsknappen i verktygsmenyn, alternativt högerklicka och välj duplicera. Duplicerade annonser hamnar alltid längst ned i listan.",434,26
6713,Öppna en annons. Det finns olika sätta att öppna en annons. Det enklaste sättet är att klicka på pilen som ligger näst längst till vänster på en annons (se nedan). Annars kan du markera en annons och klicka på Redigera i verktygsmenyn.,434,26
6714,Redigera flera annonser samtidigt,434,26
6715,Markera de annonser du vill redigera. Klicka sedan på Redigera i verktygsmenyn (eller i högerklicksmenyn). Då kommer en modal upp där du kan fylla i det du vill ändra i de valda annonserna. Det som inte fylls i behåller sina tidigare inställningar. Det betyder att om du endast kryssar i de alternativ du vill ändra.,434,26
6716,"Tänk på! Om du har olika fraktalternativ på annonser (ex. PostNord och DB Schenker) och vill lägga till Avhämtning på alla annonser så måste du även fylla i de fraktalternativ du erbjuder på annonserna, annars kommer de att skrivas över med endast Avhämtning som alternativ. Därför rekommenderas i dessa fall att du redigerar några annonser i taget som ska ha samma fraktalternativ.",434,26
6717,Importera en lista från gamla ProLister,434,26
6718,Om du har lister du skapat i gamla ProLister så kan du importera dem i ProLister på följande sätt.,434,26
6719,Öppna listan i gamla ProLister,434,26
6720,"Spara listan ""som arkiv""",434,26
6721,Klicka på importera lista i headern i nya ProLister,434,26
6722,Välj listan du exporterade från gamla ProLister,434,26
6723,Skapa inte nya listor i gamla ProLister. Gamla ProLister saknar stöd för flera funktioner vilket leder till att annonserna blir felaktiga.,434,26
6724,Köpförfrågan - Tradera,435,26
6725,Köpförfrågan,435,26
6726,Nu kan du skicka en köpförfrågan till säljare om att köpa annonser som avslutats utan att ha sålts. Det innebär dels att det finns fler köpbara annonser än någonsin tidigare på Tradera - men framför allt att både köpare och säljare får en extra chans till affär.,435,26
6727,Köpförfrågan fungerar i dagslägen endast på auktioner som också har ett köp nu-pris. Enbart auktion eller enbart fastpris-annonser har initialt inte tillgång till funktionen Köpförfrågan. Vi jobbar på att släppa funktionen till alla annonsformat så snart som möjligt.,435,26
6728,Vanliga frågor - Köpare,435,26
6729,Hur gör jag för att skicka en köpförfrågan?,435,26
6730,Klicka på knappen “Skicka köpförfrågan” inne på den avslutade annonsen. Därefter skriver du in ett pris du tror att säljaren accepterar.,435,26
6731,Är min köpförfrågan bindande?,435,26
6732,"Ja, precis som med bud på Tradera är din köpförfrågan bindande när säljaren väljer att acceptera. Köpförfrågan är aktiv i 24 timmar, om du inte fått något svar inom den tidsperioden så räknas förfrågan som nekad och du är inte längre bunden att fullfölja affären. ",435,26
6733,Vilka annonser kan jag skicka köpförfrågan på?,435,26
6734,"Du kan skicka köpförfrågan på avslutade annonser som inte sålts, både auktioner och fastpris-annonser. Det går inte att skicka en köpförfrågan på en butiksannons då dessa endast avslutas om säljaren får slut i lager eller av annan anledning tar bort varan.",435,26
6735,Vad händer om min köpförfrågan inte accepteras av säljaren?,435,26
6736,Du kan skicka upp till 3 köpförfrågningar per objekt. På så sätt ökar chansen att ni ska komma överens om ett slutpris.,435,26
6737,Ingår frakt i köpförfrågan?,435,26
6738,Priset en köpare anger i sin köpförfrågan är exklusive frakt. Som vanligt framgår det vilka fraktalternativ säljaren erbjuder på produktsidan.,435,26
6739,Vanliga frågor - Säljare,435,26
6740,Vad händer om jag som som säljare inte besvarar köpförfrågningar?,435,26
6741,"Förfrågan som du inte svarar på löper ut efter 24 h, så du behöver inte aktivt neka. Det viktigaste är att besvara förfrågningar du avser att acceptera. Om du har fått flera förfrågningar och accepterar en av dom, nekas de resterande automatiskt.",435,26
6742,Hur vet jag att jag fått en köpförfrågan på min avslutade annons?,435,26
6743,Allt som rör köpförfrågan kommer samlas i meddelandefunktionen. Du får även ett mail eller notis om att du fått en köpförfrågan. ,435,26
6744,Hur funkar det om jag som företagssäljare har stängt av meddelanden?,435,26
6745,Du behöver ha meddelandefunktionen påslagen för att kunna ta emot köpförfrågningar.,435,26
6746,Butik privat - Tradera,436,26
6747,Butik för dig som privatsäljare,436,26
6748,Även privatsäljare kan öppna butik på Tradera. Om du tidigare sålt mycket till fastpris så är en Samlar- eller Miniprisbutik ett bättre alternativ. På så sätt undviker du osåltavgifter för dina osålda fastprisannonser.,436,26
6749,"Obs, det är inte tillåtet att sälja nyproduktion i butik på Tradera. ",436,26
6750,"Vill du skaffa butik som företag, läs mer här.",436,26
6751,Specialbutiker,436,26
6752,Samlarbutik,436,26
6753,Miniprisbutik,436,26
6754, Antal butiksannonser: ,436,26
6755, Månadsavgift 12 mån. avtal: ,436,26
6756, Månadsavgift utan bindningstid: ,436,26
6757, Minimiprovision: ,436,26
6758, Övrig information: ,436,26
6759, Gäller endast butiksannonser med begagnade varor eller oanvända varor av samlarkaraktär som inte går att köpa nya idag. Dessa behöver i annonserna anges som begagnade. ,436,26
6760, Gäller endast butiksannonser med varor som säljs för 30 kr eller under. Ingen minimiprovision. För butiksannonser med varor som säljs för 31 kr eller över är provisionen 15% i Miniprisbutiken. ,436,26
6761,Köparskydd - Tradera,437,26
6762,Traderas köparskydd,437,26
6763,Traderas köparskydd hjälper dig som köpare att få tillbaks pengarna om säljaren inte fullföljer affären efter att du betalt eller om varan inte stämmer överens med beskrivningen. ,437,26
6764,"När du betalar med Klarna, Paynova eller PayPal så har du alltid vårt köparskydd, för övriga betalsätt är köparskyddet valfritt*. ",437,26
6765,*Gäller ej för Swish direkt till säljaren,437,26
6766,Vad är förutsättningarna för att få köparskydd?,437,26
6767,"Du kan välja till vårt köparskydd om du betalar med Kortbetalning, Google Pay, Apple Pay eller Swish där Traderas står som mottagaren. ",437,26
6768,"Köparskyddet går inte att välja bort om du betalar med Klarna, Paynova eller PayPal",437,26
6769,"Köparskyddet kostar 5% av totalbeloppet, minst 5kr max 750kr Gäller oavsett om du valt faktura eller delbetalning",437,26
6770,Hur använder jag mitt köparskydd? Om du betalat med Klarna eller PayPal så behöver tvisten startas från ditt Klarna eller PayPal konto. 1. Skapa en tvist på annonsen där du behöver nyttja köparskyddet 2. Eskalera tvisten till Tradera 3. Du får en bekräftelse inom 48 timmar 4. Vi granskar tvisten 5. Tvisten avgörs inom 14 dagar ,437,26
6771,Vill du veta mer?,437,26
6772,Villkor för köparskydd,437,26
6773,Hur startar jag en tvist - FAQ,437,26
6774,Läs mer om vad som gäller för faktura och delbetalning,437,26
6775,Hur fungerar en tvist - detaljerad guide,437,26
6776,Har du fler frågor eller om du behöver hjälp med att starta en tvist:,437,26
6777,Kontakta vår kundservice,437,26
6778,Prisförslag - Tradera,438,26
6779,Prisförslag,438,26
6780,Nu kan du skicka ett prisförslag på aktiva köp-nu annonser på Tradera. Prisförslag kan inte skickas på annonser som har budgivning som alternativ och det går inte heller att skicka prisförslag på köp nu annonser som publicerats med Prolister eller Sello i dagsläget. ,438,26
6781,Hur gör jag för att skicka ett prisförslag?,438,26
6782,Klicka på “Föreslå pris” inne på en annons och skriv in det belopp du kan tänka dig betala för varan. Efter det är det bara att invänta svar. ,438,26
6783,Är mitt prisförslag bindande?,438,26
6784,"Ja, precis som med bud på Tradera är ditt prisförslag bindande när säljaren väljer att acceptera. Om prisförslaget nekas eller om tidsfristen för att svara löpt ut så är du inte längre bunden att fullfölja affären.",438,26
6785,Vilka annonser kan jag skicka ett prisförslag på?,438,26
6786,Det går att föreslå pris på annonser som bara har ett köp nu pris och som är skapade på Traderas hemsida eller i appen. Auktioner med köp nu pris samt annonser som publicerats från Prolister och Sello har i dagsläget inte tillgång till prisförslag men vi jobbar på att möjliggöra prisförslag även för dessa annonser. ,438,26
6787,Vad händer om mitt prisförslag inte accepteras av säljaren?,438,26
6788,Du får svar på din förfrågan i meddelandefunktionen om prisförslaget nekats av säljaren. Du har då möjlighet att föreslå ett nytt pris upp till 3 gånger per annons.,438,26
6789,Hur långt under utropspriset kan jag lägga mitt prisförslag?,438,26
6790,"Det lägsta prisförslag du kan lämna är 30% under fastpriset, vi rekommenderar att man håller sig mellan 5-20% lägre pris för att öka chansen att säljaren accepterar ditt erbjudande. ",438,26
6791,Hur svarar jag på ett prisförslag?,438,26
6792,"Du får ett meddelande på Tradera, där du enkelt väljer att acceptera eller neka det prisförslag du har fått.",438,26
6793,Vad händer om jag som som säljare inte besvarar prisförslaget?,438,26
6794,Prisförslaget löper automatiskt ut efter 24 timmar. Efter det går det inte längre att acceptera ett prisförslag och den som lämnat prisförslaget är inte längre bunden att fullfölja affären.,438,26
6795,Väljer jag själv om jag vill erbjuda möjlighet till prisförslag?,438,26
6796,Det går i dagsläget inte att stänga av prisförslag men du som säljare avgör själv om du vill agera på förslagen eller inte. ,438,26
6797,"Jag har lagt upp annonser innan ni släppte möjligheten till prisförslag, går det ändå skicka prisförslag på dessa?",438,26
6798,"Ja, det går att skicka prisförslag på alla aktiva köp-nu annonser så länge annonsen inte lagts upp via Sello eller Prolister.",438,26
6799,"Föreslå pris visas inte på mina annonser, hur ska jag göra för att få det?",438,26
6800,"Har du ett företagskonto behöver du slå på meddelanden i dina inställningar, anledningen är att förfrågan skickas via meddelanden. Då kan du ta emot förfrågningar på Köp nu-annonser skapade på Tradera.",438,26
6801,"Jag vill inte missa prisförslag, hur gör jag?",438,26
6802,"Bästa sättet för att inte missa prisförslag är att använda appen, då får du en push så fort prisförslaget skickats, och kan snabbt och enkelt besvara förfrågan.",438,26
6803,Purchase Offer - Tradera,439,26
6804,Purchase offer,439,26
6805,You are now able to send purchase offers on active fixed price listings on Tradera. Purchase offers are not available on listings where bidding is allowed and its currently not possible to send purchase offers on listings published with Prolister or Sello. ,439,26
6806,How do I send a purchase offer to the seller?,439,26
6807,"Click on ""Purchase offer"" on the listing page and enter the amount that you are willing to pay for the item. Then you just need to wait and see if the seller accept your offer. ",439,26
6808,Is my purchase offer binding?,439,26
6809,"Yes, just like a regular bid on Tradera a purchase offer is binding if the seller accepts the offer within 24 hours. If the offer is declined or if the offer has expired then the offer is no longer binding.",439,26
6810,On which listings can I make a purchase offer?,439,26
6811,You can only make a purchase offer on a fixed price listing thats published using the site or the app. Listings created in Prolister and Sello does not have the purchase offer function available yet.,439,26
6812,What happens if the seller declines my purchase offer?,439,26
6813,You will get notified by a message if the seller declines the purchase offer. You can make 3 offers per listings. ,439,26
6814,Is there a limit on how low of an offer that i can make?,439,26
6815,"Yes, the lowest possible offer is 30% of the fixed price, we do however recommend that you offer between 5-20% to have a better chance of getting the item. ",439,26
6816,Where can I find purchase offers sent to me?,439,26
6817,You will get a message on Tradera with the option to accept or decline the offer.,439,26
6818,What happens if I don't answer the purchase offer?,439,26
6819,The purchase offer is automatically declined after 24 hours. Once an offer has been declined either by you or if the time has run out it's no longer possible to accept the offer.,439,26
6820,Can I chose not to get purchase offers?,439,26
6821,It is currently not possible to turn of purchase offers on fixed price listings. You don't have to act on a purchase offers if you don't intend to accept it.,439,26
6822,"I've got active listings that was published before you enabled purchase offers, will it be possible to send purchase offers on those listings?",439,26
6823,"Yes, you can send a purchase offer on any fixed price listing on the site as long as the seller didn't publish them from Sello or Prolister.",439,26
6824,"Purchase offer isn't available on my listings, how can I add it?",439,26
6825,If you have a business account you need to enable messaging on Tradera to be able to get purchase requests. Since purchase requests are handled by our messaging service you need to have messaging enabled to be able to receive requests. ,439,26
6826,"I don't want to miss any purchase offers, whats the best way to ensure that I get them?",439,26
6827,The best way to get notified about a new purchase request is by downloading our app. The app will notify you whenever you get a new request and it is the quickest and easiest way to manage your purchase requests. ,439,26
6828,Købstilbud - Tradera,440,26
6829,Købstilbud,440,26
6830,"Nu kan du sende et købstilbud på aktive køb nu annoncer på Tradera. Prisforslag kan ikke sendes på annoncer, der har budgivning som mulighed, og det er heller ikke muligt at sende købstilbud på køb nu annoncer udgivet med Prolister eller Sello i øjeblikket.",440,26
6831,Hvordan sender jeg et købstilbud?,440,26
6832,"Klik på ""Købstilbud"" inde i en annonce og indtast det beløb, du er villig til at betale for varen. Herefter er det bare at vente på svar.",440,26
6833,Er mit købstilbud bindende?,440,26
6834,"Ja, ligesom ved tilbud på Tradera, er din købstilbud bindende, når sælger vælger at acceptere. Hvis købstilbuden afvises, eller hvis svarfristen er udløbet, er du ikke længere forpligtet til at gennemføre handlen.",440,26
6835,På hvilke opslag kan jeg give et købstilbud?,440,26
6836,"Du kan kun give et købstilbud på en fastprisliste, der offentliggøres ved hjælp af webstedet eller appen. Fortegnelser oprettet i Prolister og Sello har endnu ikke købstilbudsfunktionen tilgængelig.",440,26
6837,"Hvad sker der, hvis sælgeren afslår mit købstilbud?",440,26
6838,"Du får besked via en besked, hvis sælger afslår købstilbuddet. Du kan give 3 tilbud pr. opslag.",440,26
6839,"Er der en grænse for, hvor lavt et tilbud jeg kan give?",440,26
6840,"Ja, det lavest mulige tilbud er 30% af den faste pris, vi anbefaler dog, at du tilbyder mellem 5-20% for at have større chance for at få varen. ",440,26
6841,FAQ - Sælger,440,26
6842,Hvor kan jeg finde købstilbud sendt til mig?,440,26
6843,Du får en besked på Tradera med mulighed for at acceptere eller afslå tilbuddet.,440,26
6844,"Hvad sker der, hvis jeg ikke besvarer købstilbuddet?",440,26
6845,"Købstilbuddet afvises automatisk efter 24 timer. Når et tilbud er blevet afvist enten af ​​dig, eller hvis tiden er løbet ud, er det ikke længere muligt at acceptere tilbuddet.",440,26
6846,Kan jeg vælge ikke at modtage købstilbud?,440,26
6847,"Det er i øjeblikket ikke muligt at slå købstilbud fra på fastprislister. Du behøver ikke at handle på et købstilbud, hvis du ikke har til hensigt at acceptere det.",440,26
6848,"Jeg har aktive fortegnelser, der blev offentliggjort, I aktiverede købstilbud, vil det være muligt at sende købstilbud på disse opslag?",440,26
6849,"Ja, du kan sende et købstilbud på enhver fast prisliste på siden, så længe sælgeren ikke har offentliggjort dem fra Sello eller Prolister.",440,26
6850,"Købstilbud er ikke tilgængeligt på mine fortegnelser, hvordan kan jeg tilføje det?",440,26
6851,"Hvis du har en virksomhedskonto, skal du aktivere beskeder på Tradera for at kunne modtage købsanmodninger. Da købsanmodninger håndteres af vores beskedtjeneste, skal du have besked aktiveret for at kunne modtage forespørgsler.",440,26
6852,"Jeg vil ikke gå glip af nogen købstilbud, hvad er den bedste måde at sikre, at jeg får dem?",440,26
6853,"Den bedste måde at få besked om en ny købsanmodning er ved at downloade vores app. Appen giver dig besked, hver gang du får en ny anmodning, og det er den hurtigste og nemmeste måde at administrere dine købsanmodninger på.",440,26
6854,Villkor betallösning 2020-2022 - Tradera,441,26
6855,Villkor för Traderas betallösning 2020-2022,441,26
6856,Villkor för Traderas betallösning v 1.2 – senaste ändringen Juni 2020,441,26
6857,Klicka här för den tidigare versionen av dessa villkor,441,26
6858, 1. DEFINITIONER,441,26
6859,"”Köpare(n)” avser en fysisk eller juridisk person som har gjort ett köp av Säljaren på Traderas Plattform. ”Mitt Tradera” avser den inloggade miljö som tillhandahålls av Tradera och där bland annat Säljaren kan sköta orderhantering och Köparen kan kontrollera sina köp. ”Regler för Säljare” avser de regler som en Säljare alltid måste följa vid försäljning på Traderas Plattform och som i sina senaste versioner finns tillgängliga här: https://info.tradera.com/sakerhetscenter/regler-pa-tradera/ ”Säljare(n)” avser en fysisk eller juridisk person som säljer varor eller tjänster på Traderas Plattform. ”Tradera” avser Tradera Marketplace AB, org. nr. 556569–4642. ” Traderas Plattform ” avser de webbplatser, tjänster och applikationer som Tradera tillhandahåller via t.ex. www.tradera.com . ”Traderas Användaravtal” avser Traderas vid var tid gällande villkor för användande av Traderas Plattform och övriga tjänster, https://info.tradera.com/sakerhetscenter/anvandaravtal/ . ”Traderas betallösning” avser den webbplats med olika betallösningar som Köparen från tid till annan kan erbjudas på Traderas Plattform såsom Swish, kredit, kort, PayPal och andra betalmetoder som Tradera lägger till efter hand. Betaltjänsterna på Traderas betallösning tillhandahålls av tredje parter som Tradera har avtal med. “Transaktion” är en betalning för varor eller tjänster på Traderas Plattform. ” Återbetalningsskyldigt belopp ” är det belopp som Säljaren ska återbetala till Tradera i samband med en återbetalning av belopp som redan betalats ut till Säljare på grund av att ett köp ska gå åter. Beloppet utgör en del av eller hela Transaktionen, plus eventuella avgifter som ålagts Tradera i samband med Transaktionen, inklusive fraktkostnader för retur av en vara och avgifter som Tradera ålagts för en transaktion i förhållande till sina samarbetspartners som PayPal, Paynova, VISA eller MasterCard.",441,26
6860, 2. ATT ANVÄNDA TRADERAS BETALLÖSNING,441,26
6861,"e) De olika betalsätt som Köparen inledningsvis kan välja mellan är Swish, kortbetalning, PayPal, betalning mot faktura och kredit. Varje separat betalsätt tillhandahålls av tredje parter med vilka Tradera samarbetar för detta syfte och som står under tillsyn av Finansinspektionen i Sverige eller dess utländska motsvarigheter. Dessa parter är Swish, PayPal med dess tjänst Hyperwallet och Paynova. Fler parter kan tillkomma om Tradera väljer att ändra eller vidareutveckla Traderas betallösning.",441,26
6862, 3. UTBETALNING TILL SÄLJARE,441,26
6863,Vid försäljning på Plattformen accepterar Säljaren att PayPal övertar Säljarens rätt att få betalt från Köparen i utbyte mot att PayPal erlägger betalning till Säljaren för Transaktionen.,441,26
6864,"Om Köparen väljer att betala mot faktura eller avbetalning ingår Köparen ett avtal med Paynova. Det är alltså inte Säljaren som behöver gå med på betalning mot faktura eller avbetalning, utan Säljaren får betalt på samma sätt som om Köparen valt att betala med kort eller PayPal.",441,26
6865,"Efter att Paynova genomfört en sedvanlig kreditkontroll av Köparen kommer Pengar betalas ut till PayPal (Hyperwallet), och efter att Tradera vidtagit sin granskning av Transaktionen och denna godkänts betalas sedan pengar ut till Säljarens konto.",441,26
6866, 4. TRADERAS RÄTT ATT INNEHÅLLA OCH ÅTERKRÄVA BETALNINGAR FRÅN SÄLJAREN,441,26
6867,b) Transaktioner som resulterar i att en fordran uppstår mot en fysisk eller juridisk person som Tradera skäligen kan anta delar ett ekonomiskt intresse med Säljaren.,441,26
6868,"f) Transaktioner där Säljaren inte har följt Villkor för Traderas vid var tid gällande Säljarskydd, om och när ett",441,26
6869, sådant finns tillgängligt.,442,26
6870, 5. FRIVILLIGA ÅTERBETALNINGAR,442,26
6871,a) Om en Transaktion helt eller delvis ska återbetalas av Säljaren på grund av att Säljaren och Köparen har kommit överens om det (t.ex. om Köparen har beviljats returrätt av Säljaren eller Köparen utnyttjat sin lagstadgade ångerrätt om Köparen är konsument och Säljaren är näringsidkare) är det upp till Säljaren att betala tillbaka del av eller fullständigt belopp till Köparen. Om Säljaren och Köparen kommer överens om en retur eller prisreducering ska detta omgående regleras av Säljaren som ska återbetala överenskommet belopp upp till 500 SEK till Köparen. Säljaren måste utföra återbetalningar enbart via Traderas betallösning och inte genom andra betalningsmetoder.,442,26
6872,"b) På grund av risken för bedrägerier, är möjligheten till återbetalning begränsad och Säljaren får inte återbetala Transaktioner som överstiger 500 SEK. För att återbetala Transaktioner som överstiger 500 SEK, ska Säljaren först kontakta Traderas kundtjänst och få instruktioner.",442,26
6873, 6. SÄLJARENS ÅTAGANDEN I FÖRHÅLLANDE TILL KÖPARSKYDD,442,26
6874, 7. SÄLJARSKYDD,442,26
6875, 8. PRIS OCH KOSTNADER,442,26
6876,"a) Under förutsättning att Säljaren agerar i enlighet med dessa Villkor, kommer transaktionskostnaden för betalningar med Traderas betallösning att vara noll (0) kronor och inte heller någon start-, månads- eller årsavgift kommer att behöva erläggas till Tradera för användandet av betallösningen.",442,26
6877, 9. IMMATERIELLA RÄTTIGHETER,442,26
6878,Tradera förbehåller sig äganderätten till alla immateriella rättigheter till allt som utvecklats av Tradera och som Säljaren har åtkomst till enligt Villkoren och på Traderas Platt,442,26
6879,"form. Säljaren åtar sig särskilt att aldrig använda tecken, logotyper, symboler eller annat som skulle kunna förväxlas med Traderas varumärken.",443,26
6880, 10. PERSONUPPGIFTER,443,26
6881, 11. ÖVRIGT,443,26
6882, 12. TRADERAS SAMARBETSPARTNERS,443,26
6883,Villkor för Traderas betallösning v 1.2 – juni 2020,443,26
6884,Kom igång - Tradera,444,26
6885,Guider för både nya och gamla medlemmar,444,26
6886,Här hittar du guider för både rutinerade användare och för den som använder siten för första gången.,444,26
6887,Fraktkalkylatorn -> ,444,26
6888,Prislista ->,444,26
6889,Butik Privatperson ->,444,26
6890,Verifiering av konto ->,444,26
6891,Betalningar och Avgifter ->,444,26
6892,ProLister ->,444,26
6893,Så lyckas du med din annons ->,444,26
6894,Tillval ->,444,26
6895,Utebliven försäljning ->,444,26
6896,Traderabetalning ->,444,26
6897,Faktura/delbetalning ->,444,26
6898,Utbetalning granskas ->,444,26
6899,Nettoutbetalning ->,444,26
6900,Shoppa på Tradera ->,444,26
6901,Köparskydd ->,444,26
6902,Söktips på Tradera ->,444,26
6903,Lämna prisförslag ->,444,26
6904,Köpförfrågan ->,444,26
6905,Sälj som företag,444,26
6906,Företag ->,444,26
6907,Bokföring med Nettoutbetalning ->,444,26
6908,Övrigt,444,26
6909,Lämna omdöme ->,444,26
6910,Regler på Tradera ->,444,26
6911,Säkerhetscenter ->,444,26
6912,Nedstängd annons ->,444,27
6913,Fraktguiden ->,444,27
6914,Nya checkout ->,444,27
6915,Annonsguide ->,444,27
6916,Felsökningsguide ->,444,27
6917,Samfrakt - säljare ->,444,27
6918,Samfrakt - köpare ->,444,27
6919,Dataskydd - förenklad förklaring ->,444,27
6920,Villkor för Traderas betallösning (1.3) - Tradera,445,27
6921,b) Transaktioner som resulterar i att en fordran upp,445,27
6922,står mot en fysisk eller juridisk person som Tradera skäligen kan anta delar ett ekonomiskt intresse med Säljaren.,446,27
6923,"a) Under förutsättning att Säljaren agerar i enlighet med dessa Villkor, kommer transaktionskostnaden för betalningar med Traderas betallösning att vara noll (0) kronor och inte heller någon start",446,27
6924,"-, månads- eller årsavgift kommer att behöva erläggas till Tradera för användandet av betallösningen.",447,27
6925,Villkor för betalningar (kunder bosatta i Sverige) (1.4) - Tradera,448,27
6926,Villkor för betalningar (kunder bosatta i Sverige),448,27
6927,Villkor för betalningar (kunder bosatta i Sverige) v 1.4 senaste ändringen maj 2023,448,27
6928,"For the English version of this statement, follow this link: Terms and conditions - payments (customers residing in Sweden)",448,27
6929,Klicka här för den tidigare versionen av dessa villkor.,448,27
6930,Dessa Villkor (” Villkor ” eller ” Villkoren ”) gäller i tillägg till övriga regler och villkor för Traderas Plattform när du i egenskap av köpare bosatt i Sverige (” Köpare ” eller ” Köparen ”) köper och betalar för varor och/eller tjänster eller säljare bosatt i Sverige (” Säljare ” eller ” Säljaren ”) säljer och får betalt för varor och/eller tjänster på Traderas Plattform. ,448,27
6931,För kunder bosatta utomlands eller juridiska personer gäller istället Villkor betalningar (företag och kunder bosatta utomlands). Klicka här för dessa villkor.,448,27
